,variable,CONTROL mean,CONTROL std,COVID mean,COVID std,p value(test T),p value (test Mann Whitneyu)
0,aparc-a2009s-volume_S_occipital_ant_lh,1.0676400000000001,0.21254232519665348,0.992919191919192,0.24533911045267057,0.16544860688623972,0.14501409067748203
0,aparc-a2009s-volume_S_occipital_ant_mean,1.11328,0.21147591864481086,1.0435454545454546,0.21392127451076878,0.1469608569003156,0.19196894658353947
0,aparc-a2009s-volume_S_oc-temp_lat_rh,1.6106800000000001,0.350843711643803,1.6254444444444442,0.3432465414372252,0.8485847338958716,0.9652261592304796
0,aparc-a2009s-volume_S_oc-temp_lat_lh,1.39808,0.2817652569072347,1.3525151515151514,0.2986112196190471,0.49201571361801455,0.622706406239401
0,aparc-a2009s-volume_S_oc-temp_lat_mean,1.5043800000000003,0.23926377006698415,1.4889797979797978,0.27119418375400234,0.7957489705663734,0.9875773975213504
0,aparc-a2009s-volume_S_oc-temp_med_and_Lingual_rh,2.95524,0.508124515579925,2.968,0.5329539934963181,0.9142249161502781,0.9058038451334871
0,aparc-a2009s-volume_S_oc-temp_med_and_Lingual_lh,3.20844,0.364320152247077,3.08810101010101,0.48407742033327716,0.24780509024014516,0.14761161696753172
0,aparc-a2009s-volume_S_oc-temp_med_and_Lingual_mean,3.08184,0.3783264881906456,3.028050505050505,0.45690480685286355,0.5881105934750079,0.35180745960351556
0,aparc-a2009s-volume_S_orbital_lateral_rh,0.5550400000000001,0.16644155130255187,0.5698282828282829,0.13777029391634737,0.6468741130680089,0.5071378398526508
0,aparc-a2009s-volume_S_orbital_lateral_lh,0.47164,0.12432178677394669,0.45818181818181825,0.1346507472971498,0.6512396899355305,0.42352274164124304
0,aparc-a2009s-volume_S_orbital_lateral_mean,0.5133399999999999,0.11608399616944047,0.5140050505050505,0.10865251894084785,0.978525261921897,0.995030727805085
0,aparc-a2009s-volume_S_orbital_med-olfact_rh,0.99436,0.1601949021244642,0.9466868686868685,0.14355875185432748,0.14988173899498386,0.19408839684642532
0,aparc-a2009s-volume_S_orbital_med-olfact_lh,0.9116799999999999,0.10456167239162413,0.8793232323232324,0.13306503153727844,0.26081565138079504,0.165816616257768
0,aparc-a2009s-volume_S_orbital_med-olfact_mean,0.9530200000000001,0.11528302852834266,0.9130050505050504,0.12060598470084596,0.13748933443379713,0.14936251345378418
0,aparc-a2009s-volume_S_orbital-H_Shaped_rh,2.09448,0.337110036437165,2.072242424242424,0.34098928976265314,0.7707778698482175,0.9107399474712703
0,aparc-a2009s-volume_S_orbital-H_Shaped_lh,2.48012,0.3096011304888921,2.398424242424243,0.3547903402416094,0.2940771921267008,0.37313402756450065
0,aparc-a2009s-volume_S_orbital-H_Shaped_mean,2.2873,0.30806628074707126,2.235333333333333,0.3246511707249201,0.47153078984664887,0.6787544488139241
0,aparc-a2009s-volume_S_parieto_occipital_rh,3.16216,0.625971756551364,3.0800808080808073,0.5640319262343093,0.5260907764455476,0.6833201801245538
0,aparc-a2009s-volume_S_parieto_occipital_lh,2.87044,0.5061404679862432,2.8924242424242426,0.5151017749823634,0.8485883666241503,0.992546222316605
0,aparc-a2009s-volume_S_parieto_occipital_mean,3.0162999999999998,0.5221688942925141,2.986252525252525,0.49741645475179425,0.7897596807115406,0.992546222316605
0,aparc-a2009s-volume_S_pericallosal_rh,1.2111999999999998,0.19022640020074327,1.2853333333333332,0.34381933438053996,0.3019523535356166,0.45672119023750324
0,aparc-a2009s-volume_S_pericallosal_lh,1.11116,0.22557180674898178,1.1229292929292929,0.28949478344759944,0.8503419947290631,0.9230958520587934
0,aparc-a2009s-volume_S_pericallosal_mean,1.16118,0.15752895765541014,1.204131313131313,0.2508193368218812,0.4165780260146429,0.5171671942336072
0,aparc-a2009s-volume_S_postcentral_rh,3.0322799999999996,0.8529306106985881,3.106909090909091,0.7149640363569758,0.6549041259907745,0.52120752678044
